country,iso3,date,gdp_pc,poverty,pop,region
United Kingdom,GBR,2007-01-01,51251.414664495,0.2,61322463.0,Europe
Ukraine,UKR,2007-01-01,18592.65234375,0.1,46509355.0,Europe
Timor-Leste,TLS,2007-01-01,3209.26990696912,40.9,1019362.0,Asia
Thailand,THA,2007-01-01,15807.0267413128,0.5,66826754.0,Asia
Tanzania,TZA,2007-01-01,2407.29150390625,56.2,41716497.0,Africa
Tajikistan,TJK,2007-01-01,2183.74526893764,12.8,7188391.0,Asia
Switzerland,CHE,2007-01-01,74904.8436936429,0.0,7551117.0,Europe
Sweden,SWE,2007-01-01,56818.7873571786,0.4,9148092.0,Europe
Spain,ESP,2007-01-01,44987.2430302492,0.4,45226803.0,Europe
Slovenia,SVN,2007-01-01,40476.0458066713,0.0,2018122.0,Europe
Slovak Republic,SVK,2007-01-01,28058.481008582,0.4,5374622.0,Europe
Romania,ROU,2007-01-01,24469.8433366109,5.3,20882982.0,Europe
Portugal,PRT,2007-01-01,37186.2447634812,0.3,10542964.0,Europe
Poland,POL,2007-01-01,24823.0360760338,0.5,38120560.0,Europe
Peru,PER,2007-01-01,10263.1170924608,13.2,28600387.0,Americas
Paraguay,PRY,2007-01-01,11080.5638683373,7.8,5590145.0,Americas
Panama,PAN,2007-01-01,20263.7829150004,6.7,3431614.0,Americas
Pakistan,PAK,2007-01-01,4318.04597428498,14.9,181924521.0,Asia
Norway,NOR,2007-01-01,87263.5920136454,0.1,4709153.0,Europe
Niger,NER,2007-01-01,1244.82178460635,78.9,14897873.0,Africa
Netherlands,NLD,2007-01-01,62469.1773802029,0.0,16381696.0,Europe
Mongolia,MNG,2007-01-01,8737.39662015766,1.7,2605643.0,Asia
Moldova,MDA,2007-01-01,8854.83397616724,1.0,2874299.0,Europe
Malta,MLT,2007-01-01,35484.2650279053,0.4,406724.0,Europe
Luxembourg,LUX,2007-01-01,140435.797753642,0.0,479993.0,Europe
Lithuania,LTU,2007-01-01,30407.0029704639,1.3,3231294.0,Europe
Liberia,LBR,2007-01-01,1436.31439530693,53.3,3632740.0,Africa
Latvia,LVA,2007-01-01,29421.9792101112,0.6,2200325.0,Europe
Lao PDR,LAO,2007-01-01,4122.38705008004,19.5,6041348.0,Asia
Kyrgyz Republic,KGZ,2007-01-01,4558.69969953807,8.8,5268400.0,Asia
Kazakhstan,KAZ,2007-01-01,25567.0460415134,0.4,15484192.0,Asia
Italy,ITA,2007-01-01,53179.088501063,0.7,58438310.0,Europe
Israel,ISR,2007-01-01,36066.3757285171,0.5,7180100.0,Asia
Ireland,IRL,2007-01-01,65522.6357897165,0.1,4398942.0,Europe
Indonesia,IDN,2007-01-01,7875.68697046428,21.6,234858289.0,Asia
Iceland,ISL,2007-01-01,61049.4993978504,0.1,311566.0,Europe
Hungary,HUN,2007-01-01,29363.8165982019,0.1,10055780.0,Europe
Honduras,HND,2007-01-01,5400.10099062861,15.6,7924462.0,Americas
Guinea,GIN,2007-01-01,2617.95269573303,48.1,9547082.0,Africa
Greece,GRC,2007-01-01,41920.0544064146,0.5,11048473.0,Europe
Germany,DEU,2007-01-01,54637.3246244388,0.0,82266372.0,Europe
Georgia,GEO,2007-01-01,10567.2747164758,14.2,3860158.0,Asia
France,FRA,2007-01-01,51657.1162017295,0.0,64021737.0,Europe
Finland,FIN,2007-01-01,57847.6796763793,0.1,5288720.0,Europe
Estonia,EST,2007-01-01,36218.1232404562,0.4,1340680.0,Europe
El Salvador,SLV,2007-01-01,8500.31085027941,5.1,6044131.0,Americas
Ecuador,ECU,2007-01-01,10998.4000147056,8.5,14251835.0,Americas
Dominican Republic,DOM,2007-01-01,13744.3834769285,6.1,9402206.0,Americas
Denmark,DNK,2007-01-01,63659.1502990142,0.0,5461438.0,Europe
Czechia,CZE,2007-01-01,40351.4398352938,0.1,10298828.0,Europe
Cyprus,CYP,2007-01-01,44640.49609375,0.0,1073873.0,Asia
Costa Rica,CRI,2007-01-01,17715.7521185917,1.8,4440019.0,Americas
Canada,CAN,2007-01-01,52948.8994271698,0.2,32888886.0,Americas
Cameroon,CMR,2007-01-01,4253.26685609706,31.4,18251866.0,Africa
Cabo Verde,CPV,2007-01-01,6652.86313282476,10.6,504733.0,Africa
Bulgaria,BGR,2007-01-01,20607.7405673439,1.8,7545338.0,Europe
Brazil,BRA,2007-01-01,16248.6586360958,7.9,190779453.0,Americas
Bosnia and Herzegovina,BIH,2007-01-01,11348.3636328689,0.1,4007876.0,Europe
Bolivia,BOL,2007-01-01,6949.49509173265,9.5,9711152.0,Americas
Bhutan,BTN,2007-01-01,8097.42022210721,5.9,681614.0,Asia
Belgium,BEL,2007-01-01,57840.2132826138,0.2,10625700.0,Europe
Belarus,BLR,2007-01-01,20031.514171701,0.2,9560953.0,Europe
Austria,AUT,2007-01-01,61945.5058150023,0.4,8295487.0,Europe
Armenia,ARM,2007-01-01,11272.520424144,1.5,3004393.0,Asia
Argentina,ARG,2007-01-01,26952.0937769418,1.8,39876111.0,Americas
Viet Nam,VNM,2008-01-01,6626.34819443101,11.1,85597241.0,Asia
Uruguay,URY,2008-01-01,22094.5199363856,0.2,3336126.0,Americas
United States,USA,2008-01-01,60821.1859611643,1.0,304093966.0,Americas
United Kingdom,GBR,2008-01-01,50734.851127071,0.2,61806995.0,Europe
Ukraine,UKR,2008-01-01,19112.994140625,0.0,46258189.0,Europe
Thailand,THA,2008-01-01,15960.0402089353,0.3,67328239.0,Asia
Switzerland,CHE,2008-01-01,76035.8699755876,0.1,7647675.0,Europe
Sweden,SWE,2008-01-01,56123.8540545948,0.6,9219637.0,Europe
Spain,ESP,2008-01-01,44667.9933884536,0.5,45954106.0,Europe
South Africa,ZAF,2008-01-01,14447.220041547,18.7,50565812.0,Africa
Slovenia,SVN,2008-01-01,41830.4874475603,0.0,2021316.0,Europe
Slovak Republic,SVK,2008-01-01,29597.3172808888,0.4,5379233.0,Europe
Samoa,WSM,2008-01-01,6130.89747628488,1.1,191787.0,Oceania
Romania,ROU,2008-01-01,27196.8137959121,4.1,20537875.0,Europe
Portugal,PRT,2008-01-01,37251.2093394429,0.1,10558177.0,Europe
Poland,POL,2008-01-01,25862.0717910709,0.2,38125759.0,Europe
Peru,PER,2008-01-01,11119.7736303295,10.9,28806185.0,Americas
Paraguay,PRY,2008-01-01,11685.4136132414,4.3,5645148.0,Americas
Panama,PAN,2008-01-01,21855.4573248286,4.1,3495276.0,Americas
Norway,NOR,2008-01-01,86598.0780107944,0.2,4768212.0,Europe
Netherlands,NLD,2008-01-01,63576.9787000631,0.1,16445593.0,Europe
Mozambique,MOZ,2008-01-01,1140.55548650623,70.8,21845571.0,Africa
Moldova,MDA,2008-01-01,9563.69814290939,1.0,2868833.0,Europe
Mexico,MEX,2008-01-01,21416.2506450462,6.0,109684489.0,Americas
Mauritania,MRT,2008-01-01,5723.33843801026,11.9,3233336.0,Africa
Malta,MLT,2008-01-01,36603.0840068989,0.1,409379.0,Europe
Malaysia,MYS,2008-01-01,22826.8207734601,0.7,27664296.0,Asia
Luxembourg,LUX,2008-01-01,137533.728644323,0.0,488650.0,Europe
Lithuania,LTU,2008-01-01,31524.5335879018,1.4,3198231.0,Europe
Latvia,LVA,2008-01-01,28766.7618055035,1.3,2177322.0,Europe
Kyrgyz Republic,KGZ,2008-01-01,4894.96946961823,3.3,5318700.0,Asia
"Korea, Rep.",KOR,2008-01-01,35404.0502179605,0.2,49054708.0,Asia
Kazakhstan,KAZ,2008-01-01,25920.6987073916,0.2,15776938.0,Asia
Jordan,JOR,2008-01-01,11214.3388418557,0.0,6632873.0,Asia
Japan,JPN,2008-01-01,41874.2297629698,0.5,128063000.0,Asia
Italy,ITA,2008-01-01,52319.7460046777,0.7,58826731.0,Europe
Israel,ISR,2008-01-01,36583.2151654916,0.5,7308800.0,Asia
Ireland,IRL,2008-01-01,61321.5563527271,0.2,4489544.0,Europe
Indonesia,IDN,2008-01-01,8241.29003165304,19.2,237936543.0,Asia
Iceland,ISL,2008-01-01,61248.7650247132,0.1,317414.0,Europe
Hungary,HUN,2008-01-01,29710.5895297103,0.0,10038188.0,Europe
Honduras,HND,2008-01-01,5505.42421649104,15.2,8101777.0,Americas
Greece,GRC,2008-01-01,41668.7898802754,0.3,11077841.0,Europe
Germany,DEU,2008-01-01,55266.7628544411,0.0,82110097.0,Europe
Georgia,GEO,2008-01-01,10856.1031328003,12.4,3848449.0,Asia
France,FRA,2008-01-01,51500.8617800091,0.0,64379696.0,Europe
Finland,FIN,2008-01-01,58030.4126157453,0.1,5313399.0,Europe
Fiji,FJI,2008-01-01,10167.2245839004,1.0,896731.0,Oceania
Estonia,EST,2008-01-01,34451.6615948938,0.4,1337090.0,Europe
El Salvador,SLV,2008-01-01,8649.14362386561,7.7,6068099.0,Americas
"Egypt, Arab Rep.",EGY,2008-01-01,12690.1254071919,2.9,83844783.0,Africa
Ecuador,ECU,2008-01-01,11522.3882621341,7.5,14496797.0,Americas
Dominican Republic,DOM,2008-01-01,14005.6511605908,5.4,9522948.0,Americas
Denmark,DNK,2008-01-01,62962.1831031107,0.1,5493621.0,Europe
Czechia,CZE,2008-01-01,41093.1962206761,0.0,10384603.0,Europe
Cyprus,CYP,2008-01-01,45121.078125,0.0,1092390.0,Asia
Cote d'Ivoire,CIV,2008-01-01,4353.72220689937,34.4,20244449.0,Africa
Costa Rica,CRI,2008-01-01,18300.0196312422,2.4,4501921.0,Americas
Colombia,COL,2008-01-01,13821.0383177812,11.0,43815313.0,Americas
China,CHN,2008-01-01,8566.96485435217,17.3,1324655000.0,Asia
Central African Republic,CAF,2008-01-01,1309.6295364009,61.9,4467233.0,Africa
Canada,CAN,2008-01-01,52899.4754504882,0.2,33247298.0,Americas
Bulgaria,BGR,2008-01-01,22024.9610332472,1.3,7492561.0,Europe
Brazil,BRA,2008-01-01,16908.6340056308,6.5,192672317.0,Americas
Bolivia,BOL,2008-01-01,7250.28113241161,8.3,9880593.0,Americas
Belgium,BEL,2008-01-01,57641.5594979425,0.1,10709973.0,Europe
Belarus,BLR,2008-01-01,22151.1097873368,0.2,9527985.0,Europe
Austria,AUT,2008-01-01,62653.7331928151,0.5,8321496.0,Europe
Australia,AUS,2008-01-01,51696.610463009,0.4,21249199.0,Oceania
Armenia,ARM,2008-01-01,12135.0322583276,0.9,2983421.0,Asia
Argentina,ARG,2008-01-01,27768.6843809796,1.6,40273769.0,Americas
Angola,AGO,2008-01-01,9865.30892312139,14.6,21691522.0,Africa
Albania,ALB,2008-01-01,11043.4389767839,0.2,2947314.0,Europe
West Bank and Gaza,PSE,2009-01-01,5270.66331643219,0.3,3689099.0,Asia
Uruguay,URY,2009-01-01,22976.7948427717,0.3,3344156.0,Americas
United States,USA,2009-01-01,58736.9461328153,1.0,306771529.0,Americas
United Kingdom,GBR,2009-01-01,48028.796532892,0.2,62276270.0,Europe
Ukraine,UKR,2009-01-01,16292.1123046875,0.1,46053331.0,Europe
Uganda,UGA,2009-01-01,2190.99032461598,45.9,31412520.0,Africa
Tonga,TON,2009-01-01,5459.32278698653,1.3,107144.0,Oceania
Thailand,THA,2009-01-01,15736.3631324134,0.2,67813654.0,Asia
Tajikistan,TJK,2009-01-01,2356.30601149787,6.8,7468596.0,Asia
Syrian Arab Republic,SYR,2009-01-01,5850.11737328974,1.2,21827220.0,Asia
Switzerland,CHE,2009-01-01,73366.586005228,0.0,7743831.0,Europe
Sweden,SWE,2009-01-01,53232.7668786845,0.5,9298515.0,Europe
Sudan,SDN,2009-01-01,4350.43212890625,18.6,32948155.0,Africa
Sri Lanka,LKA,2009-01-01,9278.78706409936,3.5,20482477.0,Asia
Spain,ESP,2009-01-01,42608.0181311321,0.8,46362946.0,Europe
Slovenia,SVN,2009-01-01,38324.9589124097,0.0,2039669.0,Europe
Slovak Republic,SVK,2009-01-01,27945.3618452538,0.4,5386406.0,Europe
Romania,ROU,2009-01-01,25911.2251397099,3.1,20367487.0,Europe
Portugal,PRT,2009-01-01,36053.8102037666,0.2,10568247.0,Europe
Poland,POL,2009-01-01,26576.5180547438,0.4,38151603.0,Europe
Philippines,PHL,2009-01-01,6057.55272576482,11.3,92946951.0,Asia
Peru,PER,2009-01-01,11162.9060113767,8.8,29009326.0,Americas
Paraguay,PRY,2009-01-01,11537.5316001567,5.8,5702574.0,Americas
Papua New Guinea,PNG,2009-01-01,3372.54811706368,39.7,7358890.0,Oceania
Panama,PAN,2009-01-01,21728.8380960874,2.5,3559343.0,Americas
Norway,NOR,2009-01-01,83853.5629808779,0.1,4828726.0,Europe
North Macedonia,MKD,2009-01-01,16249.328382547,9.8,1958782.0,Europe
Nicaragua,NIC,2009-01-01,5384.40442486823,8.3,5770639.0,Americas
Netherlands,NLD,2009-01-01,60931.5161421361,0.1,16530388.0,Europe
Namibia,NAM,2009-01-01,10212.8708788021,26.9,2067919.0,Africa
Moldova,MDA,2009-01-01,9001.23432081622,0.7,2865213.0,Europe
Malta,MLT,2009-01-01,35916.252894561,0.4,412477.0,Europe
Mali,MLI,2009-01-01,2240.41485112312,48.2,15032635.0,Africa
Maldives,MDV,2009-01-01,16112.4801903202,3.8,349037.0,Asia
Luxembourg,LUX,2009-01-01,130637.425759032,0.0,497783.0,Europe
Lithuania,LTU,2009-01-01,27146.4841162302,2.2,3162916.0,Europe
Latvia,LVA,2009-01-01,25075.1798987371,1.7,2141669.0,Europe
Kyrgyz Republic,KGZ,2009-01-01,4975.81730117852,1.5,5383300.0,Asia
Kazakhstan,KAZ,2009-01-01,25716.8473930762,0.2,16092822.0,Asia
Italy,ITA,2009-01-01,49331.4993257784,0.9,59095365.0,Europe
Israel,ISR,2009-01-01,36034.6111250461,0.5,7485600.0,Asia
Ireland,IRL,2009-01-01,57608.6514207691,0.5,4535375.0,Europe
"Iran, Islamic Rep.",IRN,2009-01-01,14510.1857227387,1.5,74322685.0,Asia
Indonesia,IDN,2009-01-01,8513.82157650397,18.8,240981299.0,Asia
India,IND,2009-01-01,4738.6486251647,33.5,1223640160.0,Asia
Iceland,ISL,2009-01-01,56362.1165822045,0.1,318499.0,Europe
Hungary,HUN,2009-01-01,27793.3452939859,0.1,10022650.0,Europe
Honduras,HND,2009-01-01,5257.6458873474,12.3,8277302.0,Americas
Greece,GRC,2009-01-01,39771.9777807835,0.6,11107017.0,Europe
Germany,DEU,2009-01-01,52252.1946255111,0.0,81902307.0,Europe
Georgia,GEO,2009-01-01,10553.0896395853,12.1,3814419.0,Asia
France,FRA,2009-01-01,49765.0781336229,0.0,64710879.0,Europe
Finland,FIN,2009-01-01,53090.267058537,0.1,5338871.0,Europe
Eswatini,SWZ,2009-01-01,7847.61847040359,49.3,1094886.0,Africa
Estonia,EST,2009-01-01,29468.4601280826,0.6,1334515.0,Europe
El Salvador,SLV,2009-01-01,8434.65950111127,7.4,6091188.0,Americas
Ecuador,ECU,2009-01-01,11453.7615817977,7.3,14742766.0,Americas
Dominican Republic,DOM,2009-01-01,13954.8270884009,4.7,9648061.0,Americas
Denmark,DNK,2009-01-01,59553.401696139,0.5,5523095.0,Europe
Czechia,CZE,2009-01-01,38956.7683792298,0.0,10443936.0,Europe
Cyprus,CYP,2009-01-01,43040.703125,0.1,1110974.0,Asia
Croatia,HRV,2009-01-01,28925.131046788,0.9,4305181.0,Europe
Costa Rica,CRI,2009-01-01,17896.8597371442,2.5,4563127.0,Americas
Colombia,COL,2009-01-01,13821.2680620553,9.6,44313917.0,Americas
Chile,CHL,2009-01-01,23262.7989111473,1.7,16833447.0,Americas
Canada,CAN,2009-01-01,50772.8699217538,0.2,33630069.0,Americas
Burkina Faso,BFA,2009-01-01,1781.27751349705,52.6,15650022.0,Africa
Bulgaria,BGR,2009-01-01,21425.3500633744,1.3,7444443.0,Europe
Brazil,BRA,2009-01-01,16727.1640639524,6.1,194517549.0,Americas
Botswana,BWA,2009-01-01,13105.9912416964,17.7,2048997.0,Africa
Bolivia,BOL,2009-01-01,7366.39122764101,8.8,10051317.0,Americas
Belgium,BEL,2009-01-01,56024.1830249853,0.1,10796493.0,Europe
Belarus,BLR,2009-01-01,22250.0600651539,0.1,9504583.0,Europe
Austria,AUT,2009-01-01,60137.3462187105,0.7,8343323.0,Europe
Armenia,ARM,2009-01-01,10491.2460679768,1.2,2964296.0,Asia
Argentina,ARG,2009-01-01,25861.543571103,1.6,40684338.0,Americas
Zambia,ZMB,2010-01-01,3307.60099990197,64.4,13792086.0,Africa
West Bank and Gaza,PSE,2010-01-01,5432.24363072522,0.0,3786161.0,Asia
Viet Nam,VNM,2010-01-01,7278.40663405638,2.9,87411012.0,Asia
Vanuatu,VUT,2010-01-01,3262.44531835166,14.7,245453.0,Oceania
Uruguay,URY,2010-01-01,24707.0062393149,0.2,3352651.0,Americas
United States,USA,2010-01-01,59821.6650811366,1.0,309327143.0,Americas
United Kingdom,GBR,2010-01-01,48720.5957094612,0.2,62766365.0,Europe
Ukraine,UKR,2010-01-01,17026.291015625,0.0,45870741.0,Europe
Tuvalu,TUV,2010-01-01,3660.09831217323,3.6,10550.0,Oceania
Tunisia,TUN,2010-01-01,12201.4224775653,1.5,10895063.0,Africa
Thailand,THA,2010-01-01,16805.4853364051,0.3,68270489.0,Asia
Switzerland,CHE,2010-01-01,74961.3101182379,0.0,7824909.0,Europe
Sweden,SWE,2010-01-01,55922.4474843672,0.5,9378126.0,Europe
Spain,ESP,2010-01-01,42481.396089892,0.7,46576897.0,Europe
South Africa,ZAF,2010-01-01,14312.3497051209,18.0,51784921.0,Africa
Slovenia,SVN,2010-01-01,38670.9456729788,0.0,2048583.0,Europe
Slovak Republic,SVK,2010-01-01,29794.5702898801,0.5,5391428.0,Europe
Sao Tome and Principe,STP,2010-01-01,4873.04140078231,22.6,182138.0,Africa
Rwanda,RWA,2010-01-01,1779.10890734742,59.2,10309031.0,Africa
Romania,ROU,2010-01-01,25048.7051384332,4.2,20246871.0,Europe
Portugal,PRT,2010-01-01,36663.4543251318,0.1,10573100.0,Europe
Poland,POL,2010-01-01,27434.6868793815,0.3,38042794.0,Europe
Peru,PER,2010-01-01,12001.9289676669,6.8,29229572.0,Americas
Paraguay,PRY,2010-01-01,12670.9111676478,5.5,5768613.0,Americas
Panama,PAN,2010-01-01,22587.3155214176,3.4,3623617.0,Americas
Pakistan,PAK,2010-01-01,4332.8308617652,9.4,194454498.0,Asia
Norway,NOR,2010-01-01,83467.3072604073,0.2,4889252.0,Europe
North Macedonia,MKD,2010-01-01,16902.8304653903,10.4,1946298.0,Europe
Nigeria,NGA,2010-01-01,5548.98910487512,34.9,160952853.0,Africa
Netherlands,NLD,2010-01-01,61433.7501674102,0.0,16615394.0,Europe
Nepal,NPL,2010-01-01,3105.80421255134,8.2,27161567.0,Asia
Mongolia,MNG,2010-01-01,9634.12103036926,1.1,2702520.0,Asia
Moldova,MDA,2010-01-01,9649.9509930271,0.4,2862354.0,Europe
Mexico,MEX,2010-01-01,20532.5739028906,4.7,112532401.0,Americas
Malta,MLT,2010-01-01,37721.5829466016,0.2,414508.0,Europe
Malawi,MWI,2010-01-01,1570.65000417198,68.4,14718422.0,Africa
Madagascar,MDG,2010-01-01,1675.10930616301,80.2,21731053.0,Africa
Luxembourg,LUX,2010-01-01,133098.043477498,0.0,506953.0,Europe
Lithuania,LTU,2010-01-01,28179.4935085204,1.5,3097282.0,Europe
